AvgSpotLen	BioProject	BioSample	Experiment	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	biomaterial_provider	biorep	labexpid	labversion	localization_description	readtype	readtype_description	replicate	replicate_description	rnaextract	rnaextract_description	source_name	spikeinpool	Assay_Type	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibrarySelection	LibrarySource	Organism	Platform	datatype	datatype_description
152	PRJNA30709	SAMN00634077	SRX082572	Illumina Genome Analyzer II	PAIRED	GSM758566: CshlLong_RnaSeq_H1-hESC_cell_longPolyA	2014-05-30	5345	3310	2011-07-13	SRR307912	SRS214598	SRP007461	GSM758566	WiCell Research Institute	006WC,005WC,006WC,005WC	LID8461,LID8462,LID8462,LID8461	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	H1-hESC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634078	SRX082573	Illumina Genome Analyzer II	PAIRED	GSM758567: CshlLong_RnaSeq_HepG2_cell_longNonPolyA	2014-05-30	4926	2998	2011-07-13	SRR307913	SRS214599	SRP007461	GSM758567	ATCC	014WC,013WC,013WC,014WC	LID8792,LID8793,LID8792,LID8793	iIDR		2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634078	SRX082573	Illumina Genome Analyzer II	PAIRED	GSM758567: CshlLong_RnaSeq_HepG2_cell_longNonPolyA	2014-05-30	4979	3121	2011-07-13	SRR307914	SRS214599	SRP007461	GSM758567	ATCC	014WC,013WC,013WC,014WC	LID8792,LID8793,LID8792,LID8793	iIDR		2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634079	SRX082574	Illumina Genome Analyzer II	PAIRED	GSM758568: CshlLong_RnaSeq_HepG2_nucleus_longPolyA	2014-05-30	4955	3108	2011-07-13	SRR307915	SRS214600	SRP007461	GSM758568	ATCC	013N,013N,014N,014N	LID8534,LID8535,LID8534,LID8535	iIDR		2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634079	SRX082574	Illumina Genome Analyzer II	PAIRED	GSM758568: CshlLong_RnaSeq_HepG2_nucleus_longPolyA	2014-05-30	4136	2627	2011-07-13	SRR307916	SRS214600	SRP007461	GSM758568	ATCC	013N,013N,014N,014N	LID8534,LID8535,LID8534,LID8535	iIDR		2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634080	SRX082575	Illumina Genome Analyzer II	PAIRED	GSM758569: CshlLong_RnaSeq_HUVEC_cytosol_longPolyA	2014-05-30	5883	3634	2011-07-13	SRR307917	SRS214601	SRP007461	GSM758569	Lonza	029C,030C,029C,030C	LID8688,LID8689,LID8688,LID8689	iIDR	The fluid between the cells outer membrane and the nucleus	2x76D	Paired 76 nt directed reads	3,4		longPolyA	Poly(A)+ RNA longer than 200 nt	HUVEC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634080	SRX082575	Illumina Genome Analyzer II	PAIRED	GSM758569: CshlLong_RnaSeq_HUVEC_cytosol_longPolyA	2014-05-30	5375	3468	2011-07-13	SRR307918	SRS214601	SRP007461	GSM758569	Lonza	029C,030C,029C,030C	LID8688,LID8689,LID8688,LID8689	iIDR	The fluid between the cells outer membrane and the nucleus	2x76D	Paired 76 nt directed reads	3,4		longPolyA	Poly(A)+ RNA longer than 200 nt	HUVEC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634081	SRX082576	Illumina Genome Analyzer II	PAIRED	GSM758570: CshlLong_RnaSeq_H1-hESC_cytosol_longPolyA	2014-05-30	4732	2964	2011-07-13	SRR307919	SRS214602	SRP007461	GSM758570	WiCell Research Institute	006C	LID8536	iIDR	The fluid between the cells outer membrane and the nucleus	2x76D	Paired 76 nt directed reads	2		longPolyA	Poly(A)+ RNA longer than 200 nt	H1-hESC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634082	SRX082577	Illumina Genome Analyzer II	PAIRED	GSM758571: CshlLong_RnaSeq_HMEC_cell_longPolyA	2014-05-30	6057	3956	2011-07-13	SRR307920	SRS214603	SRP007461	GSM758571	Lonza	036WC	LID8695	iIDR		2x76D	Paired 76 nt directed reads	1		longPolyA	Poly(A)+ RNA longer than 200 nt	HMEC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634083	SRX082578	Illumina Genome Analyzer II	PAIRED	GSM758572: CshlLong_RnaSeq_GM12878_cell_longNonPolyA	2014-05-30	5638	3382	2011-07-13	SRR307921	SRS214604	SRP007461	GSM758572	Coriell	003WC,004WC,003WC,004WC	LID8661,LID8662,LID8661,LID8662	iIDR		2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	GM12878	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634083	SRX082578	Illumina Genome Analyzer II	PAIRED	GSM758572: CshlLong_RnaSeq_GM12878_cell_longNonPolyA	2014-05-30	4429	3013	2011-07-13	SRR307922	SRS214604	SRP007461	GSM758572	Coriell	003WC,004WC,003WC,004WC	LID8661,LID8662,LID8661,LID8662	iIDR		2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	GM12878	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634084	SRX082579	Illumina Genome Analyzer II	PAIRED	GSM758573: CshlLong_RnaSeq_H1-hESC_cell_longNonPolyA	2014-05-30	4597	3056	2011-07-13	SRR307923	SRS214605	SRP007461	GSM758573	WiCell Research Institute	006WC,005WC,006WC,005WC	LID8664,LID8663,LID8664,LID8663	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	H1-hESC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634084	SRX082579	Illumina Genome Analyzer II	PAIRED	GSM758573: CshlLong_RnaSeq_H1-hESC_cell_longNonPolyA	2014-05-30	4523	2939	2011-07-13	SRR307924	SRS214605	SRP007461	GSM758573	WiCell Research Institute	006WC,005WC,006WC,005WC	LID8664,LID8663,LID8664,LID8663	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	H1-hESC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634085	SRX082580	Illumina Genome Analyzer II	PAIRED	GSM758574: CshlLong_RnaSeq_H1-hESC_nucleus_longPolyA	2014-05-30	4993	3126	2011-07-13	SRR307925	SRS214606	SRP007461	GSM758574	WiCell Research Institute	006N	LID8558	iIDR	Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA	2x76D	Paired 76 nt directed reads	2		longPolyA	Poly(A)+ RNA longer than 200 nt	H1-hESC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634086	SRX082581	Illumina Genome Analyzer II	PAIRED	GSM758575: CshlLong_RnaSeq_HepG2_cell_longPolyA	2014-05-30	5963	3983	2011-07-13	SRR307926	SRS214607	SRP007461	GSM758575	ATCC	014WC,013WC,013WC,014WC	LID16635,LID16636,LID16635,LID16636	iIDR		2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634086	SRX082581	Illumina Genome Analyzer II	PAIRED	GSM758575: CshlLong_RnaSeq_HepG2_cell_longPolyA	2014-05-30	5966	3928	2011-07-13	SRR307927	SRS214607	SRP007461	GSM758575	ATCC	014WC,013WC,013WC,014WC	LID16635,LID16636,LID16635,LID16636	iIDR		2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634087	SRX082582	Illumina Genome Analyzer II	PAIRED	GSM758576: CshlLong_RnaSeq_HepG2_cytosol_longPolyA	2014-05-30	5500	3562	2011-07-13	SRR307928	SRS214608	SRP007461	GSM758576	ATCC	013C,014C,014C,013C	LID8471,LID8472,LID8471,LID8472	iIDR		2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634087	SRX082582	Illumina Genome Analyzer II	PAIRED	GSM758576: CshlLong_RnaSeq_HepG2_cytosol_longPolyA	2014-05-30	5420	3423	2011-07-13	SRR307929	SRS214608	SRP007461	GSM758576	ATCC	013C,014C,014C,013C	LID8471,LID8472,LID8471,LID8472	iIDR		2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634088	SRX082583	Illumina Genome Analyzer II	PAIRED	GSM758577: CshlLong_RnaSeq_K562_cell_longNonPolyA	2014-05-30	4724	3165	2011-07-13	SRR307930	SRS214609	SRP007461	GSM758577	ATCC	001WC,001WC,002WC,002WC	LID8659,LID8659,LID8660,LID8660	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634088	SRX082583	Illumina Genome Analyzer II	PAIRED	GSM758577: CshlLong_RnaSeq_K562_cell_longNonPolyA	2014-05-30	4607	3078	2011-07-13	SRR307931	SRS214609	SRP007461	GSM758577	ATCC	001WC,001WC,002WC,002WC	LID8659,LID8659,LID8660,LID8660	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2		longNonPolyA	Poly(A)- RNA longer than 200 nt	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634089	SRX082584	Illumina Genome Analyzer II	PAIRED	GSM758578: CshlLong_RnaSeq_HSMM_cell_longPolyA	2014-05-30	5495	3639	2011-07-13	SRR307932	SRS214610	SRP007461	GSM758578	Refer to the protocol documents for differing sources	023WC,024WC,024WC,023WC	LID8710,LID8711,LID8710,LID8711	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HSMM	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00634089	SRX082584	Illumina Genome Analyzer II	PAIRED	GSM758578: CshlLong_RnaSeq_HSMM_cell_longPolyA	2014-05-30	5963	3898	2011-07-13	SRR307933	SRS214610	SRP007461	GSM758578	Refer to the protocol documents for differing sources	023WC,024WC,024WC,023WC	LID8710,LID8711,LID8710,LID8711	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2		longPolyA	Poly(A)+ RNA longer than 200 nt	HSMM	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672619	SRX084664	Illumina Genome Analyzer II	PAIRED	GSM765386: CshlLong_RnaSeq_GM12878_nucleus_longPolyA	2014-05-30	6093	4024	2011-07-21	SRR315297	SRS241949	SRP007461	GSM765386	Coriell	003N,004N,003N,004N	LID8532,LID8532,LID8533,LID8533	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	GM12878	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672619	SRX084664	Illumina Genome Analyzer II	PAIRED	GSM765386: CshlLong_RnaSeq_GM12878_nucleus_longPolyA	2014-05-30	5650	3609	2011-07-21	SRR315298	SRS241949	SRP007461	GSM765386	Coriell	003N,004N,003N,004N	LID8532,LID8532,LID8533,LID8533	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	GM12878	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672620	SRX084665	Illumina Genome Analyzer II	PAIRED	GSM765387: CshlLong_RnaSeq_K562_nucleus_longPolyA	2014-05-30	5542	3656	2011-07-22	SRR315299	SRS241950	SRP007461	GSM765387	ATCC	001N,002N,001N,002N	LID8556,LID8557,LID8556,LID8557	iIDR	Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA	2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672620	SRX084665	Illumina Genome Analyzer II	PAIRED	GSM765387: CshlLong_RnaSeq_K562_nucleus_longPolyA	2014-05-30	5171	3181	2011-07-22	SRR315300	SRS241950	SRP007461	GSM765387	ATCC	001N,002N,001N,002N	LID8556,LID8557,LID8556,LID8557	iIDR	Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA	2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672621	SRX084666	Illumina Genome Analyzer II	PAIRED	GSM765388: CshlLong_RnaSeq_MCF-7_cell_longPolyA	2014-05-30	6258	4234	2011-07-22	SRR315301	SRS241951	SRP007461	GSM765388	ATCC	015WC,016WC,015WC,016WC	LID8686,LID8687,LID8686,LID8687	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	MCF-7	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
